R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,MNGPS_NM,MNGPS_TELN,XCORD,YCORD,XX,YY,CD_GUBUN,geometry,경도,위도
2804.0,1126000000,329,서울특별시,중랑구,7.0,기타시설,시립중랑청소년센터,1126010100113820010025330,1126010100.0,1126054000,서울특별시 중랑구 용마산로 217(면목동),330,126,박노성,010-9278-4905,127.08591,37.57324,207588.95769,552635.93741,안전,POINT (127.08379053158355 37.57260996286399),127.08379053158355,37.57260996286399
2799.0,1126000000,445,서울특별시,중랑구,1.0,학교,면목초등학교,1126010100102200003031365,1126010100.0,1126056500,서울특별시 중랑구 면목로 434(면목동),627,240,배민상,010-4662-5093,127.08749,37.59074,207726.59117,554578.38903,안전,POINT (127.08536897144454 37.5901101500006),127.08536897144454,37.5901101500006
2846.0,1126000000,447,서울특별시,중랑구,1.0,학교,원묵초등학교,1126010400100110000008429,1126010400.0,1126062000,서울특별시 중랑구 숙선옹주로 109(묵동),2904,880,박세영,010-5272-3798,127.08611,37.61766,207602.28715,557566.03264,안전,POINT (127.08399260229028 37.61702950045919),127.08399260229028,37.61702950045919
2801.0,1126000000,469,서울특별시,중랑구,4.0,관공서,면목본동 주민센터,1126010100101150018029775,1126010100.0,1126056500,서울특별시 중랑구 면목로 397(면목동),2567,987,,02-2094-6001,127.0875,37.58749,207727.92561,554218.16599,안전,POINT (127.08538034387192 37.58686458704094),127.08538034387192,37.58686458704094
2844.0,1126000000,18,서울특별시,중랑구,1.0,학교,신묵초등학교,1126010400102460012006868,1126010400.0,1126063000,서울특별시 중랑구 동일로149길 46(묵동),675,260,안효성,010-8717-2043,127.07555,37.60717,206671.13954,556401.40635,안전,POINT (127.0734332621806 37.606558594674254),127.0734332621806,37.606558594674254
2843.0,1126000000,13,서울특별시,중랑구,6.0,교회,수산교회,1126010300103160030011506,1126010300.0,1126061000,서울특별시 중랑구 중랑역로 35-1 (중화동),270,100,박봉근,010-3307-0226,127.07581,37.59758,206695.10967,555336.68983,안전,POINT (127.07369815469498 37.59696215670383),127.07369815469498,37.59696215670383
1660.0,1126000000,485,서울특별시,중랑구,7.0,기타시설,힐파크모텔(민간숙박시설),1126010400101880005009897,1126010400.0,1126062000,서울특별시 중랑구 동일로 850(묵동),2500,10,,,127.07891,37.60631,206967.30951,556306.68098,안전,POINT (127.07677233913098 37.60569380204977),127.07677233913098,37.60569380204977
1599.0,1126000000,484,서울특별시,중랑구,7.0,기타시설,라코지스테이서울(민간숙박시설),1126010200101280040016365,1126010200.0,1126059000,서울특별시 중랑구 망우로 232(상봉동),2500,136,,,127.07843,37.59434,206926.21066,554977.24545,안전,POINT (127.07630371268418 37.593719408019304),127.07630371268418,37.593719408019304
2805.0,1126000000,452,서울특별시,중랑구,7.0,기타시설,시립중랑노인종합복지관,1126010100101780008027314,1126010100.0,1126052000,서울특별시 중랑구 겸재로9길 45(면목동),2531,1500,김효정,010-23936729,127.0779,37.58844,206880.2595,554322.90567,안전,POINT (127.07577353135503 37.58782213563688),127.07577353135503,37.58782213563688
2803.0,1126000000,471,서울특별시,중랑구,4.0,관공서,면목5동 주민센터,1126010100101750018000001,1126010100.0,1126055000,서울특별시 중랑구 동일로 619(면목동),147,56,,,127.07948,37.58583,207020.17894,554033.51752,안전,POINT (127.0773649581753 37.58524225339745),127.0773649581753,37.58524225339745
2909.0,1126000000,450,서울특별시,중랑구,7.0,기타시설,신내노인요양원,1126010600106420000001874,1126010600.0,1126068000,서울특별시 중랑구 신내로 194(신내동),475,182,김태우,010-9903-6903,127.09495,37.61621,208383.06877,557406.03086,긴급,POINT (127.09283789097958 37.61557347441884),127.09283789097958,37.61557347441884
2754.0,1126000000,2,서울특별시,중랑구,1.0,학교,중랑초등학교,1126010100101920001027209,1126010100.0,1126052000,서울특별시 중랑구 봉우재로6길 26(면목동),3498,1060,김혜숙,010-2393-6729,127.07579,37.58918,206693.3359,554404.86671,안전,POINT (127.07366461950383 37.588571512547226),127.07366461950383,37.588571512547226
1605.0,1126000000,460,서울특별시,중랑구,1.0,학교,신현고등학교,1126010200104820000000080,1126010200.0,1126058000,서울특별시 중랑구 봉화산로 174(상봉동),650,250,오성근,010-3692-6569,127.09265,37.60499,208181.32505,556161.18229,긴급,POINT (127.09053898521745 37.604363124673625),127.09053898521745,37.604363124673625
1649.0,1126000000,23,서울특별시,중랑구,1.0,학교,중화초등학교,1126010600105310000000071,1126010600.0,1126069000,서울특별시 중랑구 신내로7가길 22(신내동),560,100,윤영수,010-4287-7851,127.09465,37.603,208357.5838,555940.50966,긴급,POINT (127.09252588702827 37.602378198582755),127.09252588702827,37.602378198582755
2908.0,1126000000,449,서울특별시,중랑구,7.0,기타시설,유린원광종합사회복지관,1126010600105720002001490,1126010600.0,1126068000,서울특별시 중랑구 신내로 56(신내동),569,218,오용근,010-7554-8563,127.09596,37.60435,208473.01785,556090.40778,긴급,POINT (127.09383853353832 37.60372465922648),127.09383853353832,37.60372465922648
1645.0,1126000000,446,서울특별시,중랑구,7.0,기타시설,원광장애인복지관,1126010600105720002001492,1126010600.0,1126068000,서울특별시 중랑구 신내로 56(신내동),286,110,최성일,010-2334-9023,127.09605,37.6041,208481.35433,556062.92762,긴급,POINT (127.09393401955884 37.60347545782307),127.09393401955884,37.60347545782307
1648.0,1126000000,473,서울특별시,중랑구,4.0,관공서,망우본동 주민센터,1126010500103400017006416,1126010500.0,1126065500,서울특별시 중랑구 망우로67길 10(망우동),489,140,,,127.10138,37.60066,208952.87855,555680.67842,긴급,POINT (127.09926152533231 37.60002426327448),127.09926152533231,37.60002426327448
2845.0,1126000000,448,서울특별시,중랑구,1.0,학교,묵현초등학교,1126010400102420055032236,1126010400.0,1126063000,서울특별시 중랑구 동일로157길 75(묵동),12938,3920,안상준,010-3316-9455,127.07365,37.60898,206503.23662,556602.56511,긴급,POINT (127.07153378187422 37.60835636860179),127.07153378187422,37.60835636860179
2911.0,1126000000,478,서울특별시,중랑구,7.0,기타시설,신내경로복지센터,1126010600104920016000726,1126010600.0,1126068000,서울특별시 중랑구 망우로65길 20(신내동),156,60,김종섭,010-8841-3194,127.09976,37.60124,208809.24747,555744.8339,긴급,POINT (127.09763922626297 37.60060939747595),127.09763922626297,37.60060939747595
1650.0,1126000000,444,서울특별시,중랑구,1.0,학교,신현초등학교,1126010600106630000000189,1126010600.0,1126069000,서울특별시 중랑구 봉화산로 188(신내동),270,103,임경란,010-3665-7393,127.09359,37.60567,208263.58399,556236.66991,긴급,POINT (127.09147242659358 37.60504083337425),127.09147242659358,37.60504083337425
2912.0,1126000000,486,서울특별시,중랑구,7.0,기타시설,동궁장(민간숙박시설),1126010600104950038000450,1126010600.0,1126068000,서울특별시 중랑구 송림길 8(신내동),2500,20,,,127.09563,37.59965,208444.89796,555568.43835,긴급,POINT (127.09351848555897 37.599025894259384),127.09351848555897,37.599025894259384
1602.0,1126000000,477,서울특별시,중랑구,4.0,관공서,상봉2동 복합청사,1126010200101260000014555,1126010200.0,1126059000,서울특별시 중랑구 동일로114길 10(상봉동),164,50,,,127.08098,37.59312,207151.53327,554842.49524,긴급,POINT (127.07887726379212 37.59249439346181),127.07887726379212,37.59249439346181
1658.0,1126000000,476,서울특별시,중랑구,1.0,학교,동원중학교,1126010500100850003006033,1126010500.0,1126065500,서울특별시 중랑구 양원역로 32(망우동),509,195,조영미,010-6568-9211,127.1086,37.6036,209589.48786,556007.76047,긴급,POINT (127.10648060582608 37.60297038568905),127.10648060582608,37.60297038568905
1610.0,1126000000,328,서울특별시,중랑구,1.0,학교,중목초등학교,1126010100101800005027916,1126010100.0,1126052000,서울특별시 중랑구 동일로 665(면목동),577,300,김효정,010-3372-4594,127.07934,37.59005,207007.13963,554500.94138,긴급,POINT (127.07721847700293 37.58942412864403),127.07721847700293,37.58942412864403
1609.0,1126000000,323,서울특별시,중랑구,1.0,학교,용마중학교,1126010100103780002025183,1126010100.0,1126054000,서울특별시 중랑구 면목로28길 18(면목동),10469,4026,손병준,010-4248-1563,127.08595,37.57422,207592.54423,552745.10015,긴급,POINT (127.08383976454625 37.57358714585437),127.08383976454625,37.57358714585437
2797.0,1126000000,327,서울특별시,중랑구,1.0,학교,중곡초등학교,1126010100103800000023789,1126010100.0,1126054000,서울특별시 중랑구 면목로23길 20(면목동),786,302,이인복,010-6617-6482,127.08376,37.57426,207399.06317,552749.78006,긴급,POINT (127.08164134176208 37.57363125326338),127.08164134176208,37.57363125326338
6354.0,1114000000,52,서울특별시,중구,6.0,교회,충무교회,1114012300100040001020093,1114012300.0,1114055000,서울특별시 중구 퇴계로16길 20(회현동3가),598,230,이기엽,02-775-6701,126.98442,37.56001,198623.57274,551164.88199,안전,POINT (126.9822931215538 37.559375557131474),126.9822931215538,37.559375557131474
6349.0,1114000000,43,서울특별시,중구,3.0,경로당,신당경로당,1114016200103040738023346,1114016200.0,1114061500,서울특별시 중구 다산로29길 10(신당동),144,55,방순숙,02-2234-5116,127.01355,37.5611,201197.3,551285.60715,안전,POINT (127.01142261453295 37.56046358082546),127.01142261453295,37.56046358082546
6359.0,1114000000,5,서울특별시,중구,1.0,학교,충무초등학교,1114014400101730007016500,1114014400.0,1114058000,서울특별시 중구 퇴계로50길 13(장충동2가),312,120,김정아,02-6956-8610,127.00184,37.56204,200162.16875,551390.05998,안전,POINT (126.9997069384169 37.561405435388835),126.9997069384169,37.561405435388835
6361.0,1114000000,40,서울특별시,중구,3.0,경로당,공원장충경로당,1114014400101970000023426,1114014400.0,1114058000,서울특별시 중구 동호로 257-10 (장충동2가),170,65,이동수,02-2274-7814,127.00392,37.55843,200346.54742,550989.51265,안전,POINT (127.00179360578517 37.55779644098852),127.00179360578517,37.55779644098852
6356.0,1114000000,37,서울특별시,중구,3.0,경로당,명동경로당,1114012900100180005020217,1114012900.0,1114055000,서울특별시 중구 퇴계로20길 25-26 (남산동2가),283,109,김순희,02-779-1950,126.98635,37.559,198794.22848,551052.99937,안전,POINT (126.98422482327436 37.55836776063266),126.98422482327436,37.55836776063266
6355.0,1114000000,3,서울특별시,중구,1.0,학교,남산초등학교,1114012900100020000019991,1114012900.0,1114055000,서울특별시 중구 퇴계로22길 17(남산동2가),245,94,문복수,02-2097-9560,126.98641,37.55986,198799.58331,551147.89347,안전,POINT (126.98428521814914 37.559222723771164),126.98428521814914,37.559222723771164
6360.0,1114000000,39,서울특별시,중구,3.0,경로당,장충경로당,1114014400101930114017352,1114014400.0,1114058000,서울특별시 중구 동호로25길 38(장충동2가),77,30,이정일,02-2264-3678,127.00156,37.55938,200137.8017,551094.28714,안전,POINT (126.99943105743245 37.55874056071308),126.99943105743245,37.55874056071308
6362.0,1114000000,72,서울특별시,중구,3.0,경로당,광희경로당,1114014500102520000023496,1114014500.0,1114059000,서울특별시 중구 퇴계로 303-9 (광희동1가),254,98,김재호,02-2275-4360,127.00502,37.56446,200443.81071,551658.54968,안전,POINT (127.0028947691162 37.56382442842528),127.0028947691162,37.56382442842528
6358.0,1114000000,38,서울특별시,중구,3.0,경로당,필동경로당,1114013800100190022018633,1114013800.0,1114057000,서울특별시 중구 필동로 11(필동2가),212,82,성기택,02-2273-0607,126.99625,37.56053,199668.50812,551222.55498,안전,POINT (126.99411965319035 37.55989613022387),126.99411965319035,37.55989613022387
6357.0,1114000000,4,서울특별시,중구,1.0,학교,덕수중학교,1114013400100030000016278,1114013400.0,1114059000,서울특별시 중구 마른내로9길 10(인현동2가),756,290,박종은,02-2265-9077,126.99741,37.56546,199770.88221,551769.35387,안전,POINT (126.99527810697968 37.564822810693634),126.99527810697968,37.564822810693634
6368.0,1114000000,9,서울특별시,중구,1.0,학교,장충초등학교,1114016200103860086007812,1114016200.0,1114062500,서울특별시 중구 청구로17길 40(신당동),567,218,이우석,2234-1795,127.01111,37.55947,200981.15349,551104.19526,안전,POINT (127.00897596586431 37.55882933763422),127.00897596586431,37.55882933763422
6363.0,1114000000,6,서울특별시,중구,2.0,마을회관,구민회관,1114014800100180014013852,1114014800.0,1114059000,서울특별시 중구 을지로39길 40(을지로6가),1102,424,김대진,02-2280-8386,127.00601,37.56863,200531.26379,552120.89762,안전,POINT (127.00388491580475 37.56799013735339),127.00388491580475,37.56799013735339
6371.0,1114000000,53,서울특별시,중구,1.0,학교,성동고등학교,1114016200101610000004880,1114016200.0,1114065000,서울특별시 중구 퇴계로90길 17(신당동),877,337,박종옥,02-2237-2412,127.0229,37.56416,202023.02322,551625.60765,안전,POINT (127.02076912854993 37.56352552665677),127.02076912854993,37.56352552665677
6367.0,1114000000,8,서울특별시,중구,1.0,학교,한양공업고등학교,1114016200102240002000204,1114016200.0,1114061500,서울특별시 중구 을지로 299(신당동),8617,3314,변진석,010-6215-1169,127.01147,37.5656,201013.0807,551784.67341,안전,POINT (127.00933828434222 37.56496031493518),127.00933828434222,37.56496031493518
6369.0,1114000000,56,서울특별시,중구,1.0,학교,성동글로벌경영고등학교,1114016200102500034009747,1114016200.0,1114061500,서울특별시 중구 퇴계로 375(신당동),554,213,이수영,02-6360-1502,127.013,37.56583,201148.10126,551810.04292,안전,POINT (127.01086658499625 37.56518873933421),127.01086658499625,37.56518873933421
6386.0,1114000000,36,서울특별시,중구,3.0,경로당,회현경로당,1114012100101470019021495,1114012100.0,1114054000,서울특별시 중구 퇴계로12길 89(회현동1가),103,40,안종수,02-755-7892,126.98195,37.55585,198405.29841,550702.6832,안전,POINT (126.97982376148677 37.55521079573447),126.97982376148677,37.55521079573447
6387.0,1114000000,16,서울특별시,중구,7.0,기타시설,회현어린이집,1114012100101000034021667,1114012100.0,1114054000,서울특별시 중구 퇴계로12가길 23(회현동1가),650,250,전영순,02-757-0896,126.98087,37.55594,198309.33239,550713.35038,안전,POINT (126.9787376156729 37.55530676116931),126.9787376156729,37.55530676116931
6388.0,1114000000,57,서울특별시,중구,7.0,기타시설,회현체육센터,1114012100101150000000001,1114012100.0,1114054000,서울특별시 중구 퇴계로12길 78(회현동1가),701,270,신민호,02-2280-8430,126.98163,37.55609,198376.90324,550730.07169,안전,POINT (126.97950228960453 37.55545752941562),126.97950228960453,37.55545752941562
6395.0,1114000000,48,서울특별시,중구,7.0,기타시설,약수노인복지관,1114016200103660018007234,1114016200.0,1114063500,서울특별시 중구 다산로6길 11(신당동),659,253,송덕환,02-2234-3516,127.00928,37.55254,200820.07734,550335.30001,안전,POINT (127.00715214103114 37.55190172411282),127.00715214103114,37.55190172411282
6390.0,1114000000,28,서울특별시,중구,6.0,교회,약수교회,1114016200103720087007222,1114016200.0,1114063500,서울특별시 중구 다산로8길 32(신당동),643,247,홍용택,02-2238-3856,127.01117,37.55238,200987.31614,550317.39142,안전,POINT (127.00904473849717 37.55174019141192),127.00904473849717,37.55174019141192
6392.0,1114000000,11,서울특별시,중구,7.0,기타시설,신일교회,1114016200103690124000152,1114016200.0,1114064500,서울특별시 중구 동호로10길 27(신당동),500,192,이철영,02-2252-1155,127.01185,37.55543,201046.97287,550655.62594,안전,POINT (127.00972026660305 37.554787661104626),127.00972026660305,37.554787661104626
6397.0,1114000000,30,서울특별시,중구,4.0,관공서,황학동주민센터,1114016500110100000002031,1114016500.0,1114067000,서울특별시 중구 난계로11길 52(황학동),402,155,김자옥,02-3396-6892,127.02151,37.56744,201900.54385,551989.01207,안전,POINT (127.01938377321503 37.56680000719094),127.01938377321503,37.56680000719094
6393.0,1114000000,45,서울특별시,중구,7.0,기타시설,청구동문화마당,1114016200103330260006814,1114016200.0,1114064500,서울특별시 중구 다산로24가길 23(신당동),537,207,임은경,02-3396-6977,127.01595,37.55636,201409.25979,550759.05604,안전,POINT (127.0138205865534 37.555719080322305),127.0138205865534,37.555719080322305
6394.0,1114000000,46,서울특별시,중구,7.0,기타시설,유락종합사회복지관,1114016200101600002005944,1114016200.0,1114065000,서울특별시 중구 퇴계로 460(신당동),178,68,안정준,02-2235-4000,127.02281,37.5651,202015.43881,551729.4542,안전,POINT (127.0206836191731 37.5644611377878),127.0206836191731,37.5644611377878
6391.0,1114000000,13,서울특별시,중구,6.0,교회,문화교회,1114016200100490003003477,1114016200.0,1114066500,서울특별시 중구 퇴계로86길 96(신당동),126,48,이상헌,02-2234-7068,127.01816,37.56163,201604.16543,551344.8902,안전,POINT (127.01602773709111 37.560997073380776),127.01602773709111,37.560997073380776
6389.0,1114000000,32,서울특별시,중구,4.0,관공서,동화동주민센터,1114016200108380001023190,1114016200.0,1114066500,서울특별시 중구 다산로36길 100(신당동),391,150,이수정,02-3396-8465,127.01827,37.56016,201613.78696,551181.62067,안전,POINT (127.01733015157325 37.5593795764645),127.01733015157325,37.5593795764645
6385.0,1114000000,35,서울특별시,중구,4.0,관공서,소공동주민센터,1114011300100200005022633,1114011300.0,1114052000,서울특별시 중구 남대문로1길 31-5 (북창동),135,52,원유련,02-3396-6502,126.97703,37.56242,197970.5711,551432.68169,긴급,POINT (126.97490301846884 37.561785778721905),126.97490301846884,37.561785778721905
6399.0,1114000000,61,서울특별시,중구,1.0,학교,창덕여자중학교,1114016700100270003022930,1114016700.0,1114052000,서울특별시 중구 정동길 22(정동),470,181,고한국,070-5125-4407,126.96958,37.56674,197312.24139,551912.40682,안전,POINT (126.96744884324116 37.566107884479806),126.96744884324116,37.566107884479806
6281.0,1111000000,16,서울특별시,종로구,1.0,학교,대신고등학교,1111018100101710010020841,1111018100.0,1111058000,서울특별시 종로구 사직로 9(행촌동),1976,760,조철환,02-736-0317,126.96172,37.57334,196618.12246,552644.98963,안전,POINT (126.95958875813703 37.572706109924255),126.95958875813703,37.572706109924255
6282.0,1111000000,347,서울특별시,종로구,4.0,관공서,교남동주민센터,1111018100101800010031895,1111018100.0,1111058000,서울특별시 종로구 송월길 154(행촌동),313,120,,,126.96195,37.57191,196638.339,552486.2047,안전,POINT (126.95981837534961 37.57127549410144),126.95981837534961,37.57127549410144
6400.0,1114000000,31,서울특별시,중구,7.0,기타시설,중림종합복지센터,1114017100101550001000001,1114017100.0,1114068000,서울특별시 중구 서소문로6길 16(중림동),198,76,송인호,02-362-3348,126.96615,37.55947,197009.52676,551105.31725,안전,POINT (126.96402577472094 37.55883509988587),126.96402577472094,37.55883509988587
6285.0,1111000000,378,서울특별시,종로구,4.0,관공서,종로구웰니스센터,1111014900101810005000001,1111014900.0,1111060000,서울특별시 종로구 율곡로 89(원서동),500,60,,,126.989,37.57786,199028.11631,553145.54597,안전,POINT (126.98686916544706 37.577221823264374),126.98686916544706,37.577221823264374
6398.0,1114000000,17,서울특별시,중구,1.0,학교,덕수초등학교,1114016700100010006022849,1114016700.0,1114052000,서울특별시 중구 덕수궁길 140(정동),897,345,김지영,010-6312-8032,126.97485,37.56899,197778.2775,552161.04048,안전,POINT (126.97272317231962 37.56834927169212),126.97272317231962,37.56834927169212
6283.0,1111000000,14,서울특별시,종로구,1.0,학교,서울예술고등학교,1111018300102170000023388,1111018300.0,1111056000,서울특별시 종로구 평창문화로 70(평창동),489,188,이도민,010-2362-6920,126.96867,37.60547,197233.08431,556210.15076,안전,POINT (126.96653660829415 37.60482998317096),126.96653660829415,37.60482998317096
6298.0,1111000000,22,서울특별시,종로구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",올림픽기념국민생활관,1111017000100020041008284,1111016900.0,1111065000,서울특별시 종로구 성균관로 91(혜화동),1152,443,전형집,02-745-6701,126.9988,37.59034,199894.02803,554530.63551,안전,POINT (126.99667161240461 37.58970189879402),126.99667161240461,37.58970189879402
6299.0,1111000000,360,서울특별시,종로구,1.0,학교,서울과학고,1111017000100020037008030,1111017000.0,1111065000,서울특별시 종로구 혜화로 63(명륜1가),1166,448,,,126.99839,37.59183,199857.63292,554695.70408,안전,POINT (126.99625944057972 37.59118907175875),126.99625944057972,37.59118907175875
6305.0,1111000000,338,서울특별시,종로구,4.0,관공서,창신3동주민센터,1111017400100230816032084,1111017400.0,1111069000,"서울특별시 종로구 지봉로 87(창신동, 창신이수아파트)",118,45,나창길,010-8269-5519,127.01473,37.57803,201301.17942,553164.18941,안전,POINT (127.01260167101765 37.5773893622921),127.01260167101765,37.5773893622921
6301.0,1111000000,23,서울특별시,종로구,1.0,학교,창신초등학교,1111017400101280032006350,1111017400.0,1111067000,서울특별시 종로구 지봉로 73(창신동),660,253,한상희,02-763-3161,127.01435,37.57602,201267.80666,552941.39927,안전,POINT (127.01222351547484 37.57538208337242),127.01222351547484,37.57538208337242
6304.0,1111000000,350,서울특별시,종로구,4.0,관공서,창신1동주민센터,1111017400104010003005307,1111017400.0,1111067000,서울특별시 종로구 지봉로 8-6 (창신동),198,76,,,127.01623,37.57077,201433.79913,552358.83917,안전,POINT (127.01410144155302 37.570133003727015),127.01410144155302,37.570133003727015
6302.0,1111000000,322,서울특별시,종로구,1.0,학교,서일국제경영고등학교,1111017400100130080002997,1111017400.0,1111069000,서울특별시 종로구 지봉로17길 49(창신동),504,193,정휘정,02-763-6242,127.01287,37.57947,201136.51565,553323.98204,안전,POINT (127.01073785958246 37.57882927873401),127.01073785958246,37.57882927873401
6286.0,1111000000,374,서울특별시,종로구,13.0,"연수,숙박",메이플레이스 호텔,1111015900100250002016052,1111015900.0,1111061500,서울특별시 종로구 율곡로 179(원남동),9900,120,,,126.99875,37.5761,199889.52305,552950.67504,안전,POINT (126.99662078599869 37.57546656147122),126.99662078599869,37.57546656147122
6303.0,1111000000,351,서울특별시,종로구,4.0,관공서,창신2동주민센터,1111017400105830003003772,1111017400.0,1111068000,서울특별시 종로구 창신길 62(창신동),176,67,,,127.0108,37.57444,200954.19081,552766.2397,안전,POINT (127.00867299877407 37.57380427929648),127.00867299877407,37.57380427929648
6308.0,1111000000,376,서울특별시,종로구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",종로종합사회복지관,1111017400100230344003333,1111017400.0,1111069000,서울특별시 종로구 지봉로13길 82(창신동),1421,100,,,127.01249,37.5773,201102.9198,553083.10801,안전,POINT (127.01035711584488 37.5766590948208),127.01035711584488,37.5766590948208
6307.0,1111000000,369,서울특별시,종로구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",종로구민회관,1111017400102220008006266,1111017400.0,1111067000,서울특별시 종로구 지봉로5길 7-5 (창신동),953,366,원유호,,127.01437,37.57346,201269.59556,552657.78299,안전,POINT (127.01224328781079 37.57282667956197),127.01224328781079,37.57282667956197
6320.0,1111000000,375,서울특별시,종로구,13.0,"연수,숙박",오라카이 대학로 호텔,1111015900100490017000001,1111015900.0,1111061500,서울특별시 종로구 율곡로 180(원남동),9900,120,,,126.99872,37.5756,199886.65316,552895.27185,안전,POINT (126.99658830511777 37.574967320003395),126.99658830511777,37.574967320003395
6309.0,1111000000,343,서울특별시,종로구,3.0,경로당,숭인상록경로당,1111017500100550002002882,1111017500.0,1111070000,서울특별시 종로구 지봉로 86(숭인동),244,93,,,127.01559,37.57781,201377.41424,553139.95738,안전,POINT (127.01346459906752 37.5771709405434),127.01346459906752,37.5771709405434
6310.0,1111000000,26,서울특별시,종로구,4.0,관공서,숭인1동주민센터,1111017500100550002002882,1111017500.0,1111070000,서울특별시 종로구 지봉로 86(숭인동),770,296,이정은,02-2148-5492,127.01563,37.57784,201380.91261,553143.10227,안전,POINT (127.0135042271608 37.577199226523625),127.0135042271608,37.577199226523625
6311.0,1111000000,340,서울특별시,종로구,4.0,관공서,숭인2동주민센터,1111017500101780167000939,1111017500.0,1111071000,서울특별시 종로구 종로65길 10(숭인동),256,98,이근수,02-2148-5512,127.01999,37.57489,201765.51422,552815.79356,안전,POINT (127.0178573519706 37.57424952460219),127.0178573519706,37.57424952460219
6306.0,1111000000,24,서울특별시,종로구,6.0,교회,창신제일교회,1111017400106350002003936,1111017400.0,1111068000,서울특별시 종로구 창신7길 7(창신동),165,63,우기환,010-8908-0736,127.01007,37.57567,200889.65796,552902.53301,안전,POINT (127.00794267724623 37.57503230959018),127.00794267724623,37.57503230959018
6312.0,1111000000,339,서울특별시,종로구,7.0,기타시설,도담도담도서관,1111017500107500000001678,1111017500.0,1111071000,서울특별시 종로구 숭인동길 43(숭인동),108,41,김영자,010-3663-5513,127.02184,37.57693,201928.75092,553042.10875,안전,POINT (127.01970585350124 37.57628832815314),127.01970585350124,37.57628832815314
6324.0,1111000000,319,서울특별시,종로구,1.0,학교,서울사대부설여자중학교,1111016800101990001010687,1111016500.0,1111064000,서울특별시 종로구 대학로 64(이화동),260,100,김면중,762-5251,127.00373,37.57788,200329.62449,553148.01838,안전,POINT (127.00160296730796 37.577244531560595),127.00160296730796,37.577244531560595
6325.0,1111000000,368,서울특별시,종로구,4.0,관공서,이화동주민센터,1111016500101490001010781,1111016500.0,1111064000,서울특별시 종로구 이화장길 33(이화동),279,107,박영실,,127.00433,37.57694,200382.75399,553043.06883,안전,POINT (127.00220437780186 37.5762989174142),127.00220437780186,37.5762989174142
6326.0,1111000000,332,서울특별시,종로구,7.0,기타시설,종로노인종합복지관,1111016500100250001000001,1111016500.0,1111064000,서울특별시 종로구 율곡로19길 17-8 (이화동),389,149,김일준,02-742-9500,127.00603,37.57672,200532.47038,553019.07804,안전,POINT (127.00389926426784 37.57608269446446),127.00389926426784,37.57608269446446
6379.0,1111000000,373,서울특별시,종로구,13.0,"연수,숙박",동화 킴스호텔,1111018300100660050022012,1111018300.0,1111056000,서울특별시 종로구 평창문화로 136(평창동),9900,120,,,126.97512,37.6096,197803.0701,556668.92884,안전,POINT (126.9729902609867 37.608965080979736),126.9729902609867,37.608965080979736
6323.0,1111000000,366,서울특별시,종로구,6.0,교회,서울복음교회,1111016400102100001013374,1111016400.0,1111063000,서울특별시 종로구 율곡로 264(종로6가),216,83,황옥연,,127.00661,37.57332,200583.73467,552641.97936,안전,POINT (127.00447925073281 37.572685012235645),127.00447925073281,37.572685012235645
6328.0,1111000000,21,서울특별시,종로구,1.0,학교,혜화초등학교,1111016900100130001007694,1111016900.0,1111065000,서울특별시 종로구 혜화로 32(혜화동),1500,576,김지현,02-763-0606,127.0,37.58888,200000.12365,554369.26721,안전,POINT (126.99787281858805 37.58824797327037),126.99787281858805,37.58824797327037
6378.0,1111000000,333,서울특별시,종로구,4.0,관공서,평창동주민센터,1111018300101860003000001,1111018300.0,1111056000,서울특별시 종로구 평창문화로 65(평창동),108,41,김주현,02-2148-5139,126.9684,37.60637,197209.56821,556310.47166,안전,POINT (126.96626997960308 37.605733785230406),126.96626997960308,37.605733785230406
6327.0,1111000000,377,서울특별시,종로구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",종로구보훈회관,1111016500100250017032033,1111016500.0,1111064000,서울특별시 종로구 율곡로19길 17-3 (이화동),200,40,안교천,02-3676-0585,127.00568,37.57642,200501.94385,552985.77627,안전,POINT (127.00355362788393 37.57578268043532),127.00355362788393,37.57578268043532
6382.0,1111000000,320,서울특별시,종로구,1.0,학교,독립문초등학교,1111018700100460082021139,1111018700.0,1111057000,서울특별시 종로구 통일로12길 23(무악동),550,211,이성녀,,126.95998,37.57429,196464.82479,552749.56911,안전,POINT (126.9578529064703 37.57364779469867),126.9578529064703,37.57364779469867
6383.0,1111000000,334,서울특별시,종로구,4.0,관공서,무악동주민센터,1111018700100700003000001,1111018700.0,1111057000,서울특별시 종로구 통일로14길 36(무악동),364,140,이수정,02-2148-5152,126.9582,37.576,196307.42443,552940.00731,안전,POINT (126.95607016574779 37.57536303115398),126.95607016574779,37.57536303115398
